Product Name,Colors,Pic Urls,Care Infor
Slim-fit suit in striped virgin wool,Dark Blue;Grey,"https://images.hugoboss.com/is/image/boss/hbeu50464865_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Regular-fit suit in melange virgin-wool serge,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50464860_402_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464860_402_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit three-piece suit in patterned wool and silk,Black,"https://images.hugoboss.com/is/image/boss/hbeu50464873_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464873_001_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit suit in micro-patterned virgin wool,Dark Blue;Grey,"https://images.hugoboss.com/is/image/boss/hbeu50464862_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit suit in micro-patterned virgin wool,Grey;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50464862_030_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464862_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464862_030_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit suit in melange virgin-wool serge,Silver,"https://images.hugoboss.com/is/image/boss/hbeu50464859_041_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464859_041_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit suit in checkered virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50465809_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50465809_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Extra-slim-fit virgin-wool suit with micro pattern,Dark Grey;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50468900_022_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50468900_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50468900_022_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Extra-slim-fit suit in micro-patterned virgin wool,Dark Blue;Grey,"https://images.hugoboss.com/is/image/boss/hbeu50464875_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464875_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464875_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Bomber jacket in perforated nappa leather,Black,"https://images.hugoboss.com/is/image/boss/hbeu50466793_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466793_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466793_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466793_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466793_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466793_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466793_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Do Not Iron;Reduced Dry Clean;Professional leather dry cleaning
Water-repellent reversible jacket in brushed fabric,Dark Blue;Beige,"https://images.hugoboss.com/is/image/boss/hbeu50464307_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464307_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464307_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464307_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464307_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464307_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464307_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464307_260_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;Wash
Water-repellent hooded jacket in mixed materials,Beige,"https://images.hugoboss.com/is/image/boss/hbeu50464310_260_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464310_260_350?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;very mild professional wet clean;careinstructioncode.000241
Shirt-style jacket in nappalan suede leather,Beige,"https://images.hugoboss.com/is/image/boss/hbeu50466240_260_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466240_260_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466240_260_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466240_260_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466240_260_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466240_260_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466240_260_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Do Not Iron;Reduced Dry Clean;Professional leather dry cleaning
Performance-stretch packable coat with micro pattern,Grey;Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50469203_030_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Biker jacket in nappa leather,Dark Grey;Black,"https://images.hugoboss.com/is/image/boss/hbeu50466251_022_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Do Not Iron;Reduced Dry Clean;Professional leather dry cleaning
Performance-stretch packable coat with micro pattern,Light Blue;Grey,"https://images.hugoboss.com/is/image/boss/hbeu50469203_494_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469203_494_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469203_030_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Biker jacket in nappa leather,Black;Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50466251_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466251_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466251_022_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Do Not Iron;Reduced Dry Clean;Professional leather dry cleaning
Water-repellent padded gilet with 3D logo tape,Black;Dark Blue;Light Green;Beige;Light Grey,"https://images.hugoboss.com/is/image/boss/hbeu50464300_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464300_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464300_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464300_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464300_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464300_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464300_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464300_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464300_380_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464300_260_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464300_050_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;very mild professional wet clean;Wash inside out
